ANNEE;DEP;CINSEE;SEXE;AGE_CL1;PA
2008;99;97551;F;81;18
2008;99;97551;F;82;15
2008;99;97551;F;83;22
2008;99;97551;F;84;8,969859308796
2008;99;97551;F;85;11
2008;99;97551;F;86;12,6334892967716
2008;99;97551;F;87;13
2008;99;97551;F;88;5
2008;99;97551;F;89;9
2008;99;97551;F;9;38,0528826210648
2008;99;97551;F;90;5,0012100788299
2008;99;97551;F;91;7,11358198872767
2008;99;97551;F;92;3,04997706692666
2008;99;97551;F;93;10,0164897888899
2008;99;97551;F;94;5,34746783482842
2008;99;97551;F;95;3
2008;99;97551;F;96;4
2008;99;97551;F;97;1,45687680109404
2008;99;97551;F;98;2
2008;99;97551;F;99;4
2008;99;97551;M;0;27,5517139362637
2008;99;97551;M;1;34,0759467438329
2008;99;97551;M;10;37
2008;99;97551;M;11;68
2008;99;97551;M;12;46
2008;99;97551;M;13;45,2681570567656
2008;99;97551;M;14;49,0023167829495
2008;99;97551;M;15;48,2325543013867
2008;99;97551;M;16;57
2008;99;97551;M;17;51,8534281991888
2008;99;97551;M;18;45,7706804866903
2008;99;97551;M;19;42
2008;99;97551;M;2;28,0253887020517
2008;99;97551;M;20;34,2987271072343
2008;99;97551;M;21;29,5326287653297
2008;99;97551;M;22;30
2008;99;97551;M;23;32,3134016455151
2008;99;97551;M;24;25,6062222877517
2008;99;97551;M;25;39
2008;99;97551;M;26;38,1626914397348
2008;99;97551;M;27;19,5561315270606
2008;99;97551;M;28;48,2687332548667
2008;99;97551;M;29;35
2008;99;97551;M;3;43,7044899719767
2008;99;97551;M;30;30
2008;99;97551;M;31;29
2008;99;97551;M;32;34
2008;99;97551;M;33;25,819120568689
2008;99;97551;M;34;36
2008;99;97551;M;35;42,698134386912
2008;99;97551;M;36;60,3926885207184
2008;99;97551;M;37;39
2008;99;97551;M;38;44
2008;99;97551;M;39;56,3860268432181
2008;99;97551;M;4;37,9816691200249
2008;99;97551;M;40;35,635740163736
2008;99;97551;M;41;54,1566118393093
2008;99;97551;M;42;40
2008;99;97551;M;43;39,0138798519038
2008;99;97551;M;44;55,999978388194
2008;99;97551;M;45;43
2008;99;97551;M;46;49
2008;99;97551;M;47;61,0480882097036
2008;99;97551;M;48;46
2008;99;97551;M;49;48,4879640629515
2008;99;97551;M;5;43
2008;99;97551;M;50;49,958022128325
2008;99;97551;M;51;43
2008;99;97551;M;52;57
2008;99;97551;M;53;52
2008;99;97551;M;54;52
2008;99;97551;M;55;62,3946221789811
2008;99;97551;M;56;75,5794773253147
2008;99;97551;M;57;59,4803137439303
2008;99;97551;M;58;51,176025492372
2008;99;97551;M;59;62
2008;99;97551;M;6;43
2008;99;97551;M;60;56
2008;99;97551;M;61;55
2008;99;97551;M;62;32
2008;99;97551;M;63;41
2008;99;97551;M;64;40,3032323236112
2008;99;97551;M;65;33
2008;99;97551;M;66;26,3440780229867
2008;99;97551;M;67;26,3044023828115
2008;99;97551;M;68;24,8926829602569
2008;99;97551;M;69;29,5463816984557
2008;99;97551;M;7;42,2172863150481
2008;99;97551;M;70;22
2008;99;97551;M;71;26
2008;99;97551;M;72;18
2008;99;97551;M;73;38
2008;99;97551;M;74;18
2008;99;97551;M;75;26
2008;99;97551;M;76;23,9182236520573
2008;99;97551;M;77;23
2008;99;97551;M;78;23
2008;99;97551;M;79;10
2008;99;97551;M;8;49,5407142189797
2008;99;97551;M;80;13,097125787288
2008;99;97551;M;81;10,3559747892432
2008;99;97551;M;82;9,54562770924531
2008;99;97551;M;83;17
2008;99;97551;M;84;6
2008;99;97551;M;85;12
2008;99;97551;M;86;10,990467306925
2008;99;97551;M;87;5,8431519032456
2008;99;97551;M;88;3,17787296674214
2008;99;97551;M;89;5
2008;99;97551;M;9;57
2008;99;97551;M;90;3,5954094089102
2008;99;97551;M;91;1,82947424193844
2008;99;97551;M;92;3,32397306920029
2008;99;97551;M;93;2,69312905566767
2008;99;97551;M;94;4,76166700059548
2008;99;97551;M;95;1,86186736170202
2008;99;97551;M;96;1
2008;99;97551;M;97;1,64670976484194
2008;99;97551;M;98;2
2008;99;97551;M;99;0
2008;99;98436;F;0;6,711979
2008;99;98436;F;1;8,08666391742359
2008;99;98436;F;10;18,4169162255802
2008;99;98436;F;11;14,9868812771709
2008;99;98436;F;12;9,14576447375204
2008;99;98436;F;13;17,259375
2008;99;98436;F;14;19,177083
2008;99;98436;F;15;12,3575925786514
2008;99;98436;F;16;13,7816409023659
2008;99;98436;F;17;11,50625
2008;99;98436;F;18;5,753125
2008;99;98436;F;19;4,794271
2008;99;98436;F;2;11,4541232816319
2008;99;98436;F;20;3,835417
2008;99;98436;F;21;5,753125
2008;99;98436;F;22;3,835417
2008;99;98436;F;23;11,50625
2008;99;98436;F;24;10,547396
2008;99;98436;F;25;7,670833
2008;99;98436;F;26;5,753125
2008;99;98436;F;27;11,6212263027206
2008;99;98436;F;28;9,588542
2008;99;98436;F;29;9,588542
2008;99;98436;F;3;13,2872218734675
2008;99;98436;F;30;5,39243433092749
2008;99;98436;F;31;4,794271
2008;99;98436;F;32;13,423958
2008;99;98436;F;33;12,465104
2008;99;98436;F;34;11,2609216365873
2008;99;98436;F;35;9,61439040458846
2008;99;98436;F;36;14,6360977176772
2008;99;98436;F;37;17,259375
2008;99;98436;F;38;14,382813
2008;99;98436;F;39;19,177083
2008;99;98436;F;4;6,711979
2008;99;98436;F;40;20,135938
2008;99;98436;F;41;18,50961298543
2008;99;98436;F;42;21,6514075961715
2008;99;98436;F;43;14,8697244712346
2008;99;98436;F;44;18,5632295687773
2008;99;98436;F;45;14,7713636978258
2008;99;98436;F;46;17,259375
2008;99;98436;F;47;13,6940208237799
2008;99;98436;F;48;14,382813
2008;99;98436;F;49;15,341667
2008;99;98436;F;5;7,62414656519862
2008;99;98436;F;50;24,930208
2008;99;98436;F;51;16,2185839070292
2008;99;98436;F;52;20,3420512488307
2008;99;98436;F;53;17,259375
2008;99;98436;F;54;19,9257266888576
2008;99;98436;F;55;16,300521
2008;99;98436;F;56;9,588542
2008;99;98436;F;57;20,076145077282
2008;99;98436;F;58;14,382813
2008;99;98436;F;59;12,8319347715561
2008;99;98436;F;6;10,547396
2008;99;98436;F;60;11,50625
2008;99;98436;F;61;19,9541797094693
2008;99;98436;F;62;12,8373946932235
2008;99;98436;F;63;12,5241169129123
2008;99;98436;F;64;5,50757249355344
2008;99;98436;F;65;9,588542
2008;99;98436;F;66;5,79313610614306
2008;99;98436;F;67;6,711979
2008;99;98436;F;68;6,95230321060838
2008;99;98436;F;69;3,835417
2008;99;98436;F;7;8,7940659000733
2008;99;98436;F;70;10,547396
2008;99;98436;F;71;6,711979
2008;99;98436;F;72;2,50672101654987
2008;99;98436;F;73;6,711979
2008;99;98436;F;74;0,958854
2008;99;98436;F;75;4,794271
2008;99;98436;F;76;1,917708
2008;99;98436;F;77;3,91585554916468
2008;99;98436;F;78;1,65041615153635
2008;99;98436;F;79;8,19131688775438
2008;99;98436;F;8;10,547396
2008;99;98436;F;80;3,835417
2008;99;98436;F;81;1,70008371622273
2008;99;98436;F;82;2,22595147236194
2008;99;98436;F;83;1,917708
2008;99;98436;F;84;0,470617626560852
2008;99;98436;F;85;3,835417
2008;99;98436;F;86;1,50163627803297
2008;99;98436;F;87;1,92556140516856
2008;99;98436;F;88;0,958854
2008;99;98436;F;89;0
2008;99;98436;F;9;12,6943411236254
2008;99;98436;F;90;1,6733527094216
2008;99;98436;F;91;0,545618024421856
2008;99;98436;F;92;0,958854
2008;99;98436;F;93;0,176495048450306
2008;99;98436;F;94;0,958854
2008;99;98436;F;95;1,15162383453892
2008;99;98436;F;96;0
2008;99;98436;F;97;0
2008;99;98436;F;98;0,102751726750284
2008;99;98436;F;99;0
2008;99;98436;M;0;11,5723795754835
2008;99;98436;M;1;8,629688
2008;99;98436;M;10;20,7039858073191
2008;99;98436;M;11;16,300521
2008;99;98436;M;12;16,3142031664314
2008;99;98436;M;13;18,218229
2008;99;98436;M;14;19,7327564388229
2008;99;98436;M;15;11,2019150245379
2008;99;98436;M;16;21,1116685267267
2008;99;98436;M;17;20,0299172896607
2008;99;98436;M;18;18,218229
2008;99;98436;M;19;16,300521
2008;99;98436;M;2;6,711979
2008;99;98436;M;20;12,465104
2008;99;98436;M;21;10,547396
2008;99;98436;M;22;10,1987736086181
2008;99;98436;M;23;4,794271
2008;99;98436;M;24;5,753125
2008;99;98436;M;25;5,65475459144479
2008;99;98436;M;26;5,09876746897614
2008;99;98436;M;27;11,50625
2008;99;98436;M;28;6,62864944590256
2008;99;98436;M;29;6,65106318048201
2008;99;98436;M;3;5,753125
2008;99;98436;M;30;5,753125
2008;99;98436;M;31;8,85871787967245
2008;99;98436;M;32;7,06076950753079
2008;99;98436;M;33;8,629688
2008;99;98436;M;34;4,794271
2008;99;98436;M;35;16,9322969158555
2008;99;98436;M;36;14,382813
2008;99;98436;M;37;12,4783959783614
2008;99;98436;M;38;14,382813
2008;99;98436;M;39;11,7694250528235
2008;99;98436;M;4;4,794271
2008;99;98436;M;40;23,0125
2008;99;98436;M;41;14,7570183925525
2008;99;98436;M;42;28,4932551782954
2008;99;98436;M;43;16,2635501080943
2008;99;98436;M;44;16,9153770701404
2008;99;98436;M;45;23,971354
2008;99;98436;M;46;17,6234972424339
2008;99;98436;M;47;7,19329642142141
2008;99;98436;M;48;11,714362224238
2008;99;98436;M;49;19,5310295793874
2008;99;98436;M;5;10,2139489774877
2008;99;98436;M;50;11,50625
2008;99;98436;M;51;13,423958
2008;99;98436;M;52;14,4348221205835
2008;99;98436;M;53;18,1775108481292
2008;99;98436;M;54;18,218229
2008;99;98436;M;55;10,142806271399
2008;99;98436;M;56;13,5135216600908
2008;99;98436;M;57;12,465104
2008;99;98436;M;58;14,382813
2008;99;98436;M;59;6,711979
2008;99;98436;M;6;20,135938
2008;99;98436;M;60;16,5486954503602
2008;99;98436;M;61;21,118504617578
2008;99;98436;M;62;17,9215490979608
2008;99;98436;M;63;15,0547894561858
2008;99;98436;M;64;7,2470965214164
2008;99;98436;M;65;10,547396
2008;99;98436;M;66;5,82625772263855
2008;99;98436;M;67;5,22129941944993
2008;99;98436;M;68;6,72963385209441
2008;99;98436;M;69;6,78869721443364
2008;99;98436;M;7;9,61285892913203
2008;99;98436;M;70;2,876563
2008;99;98436;M;71;4,86190433966956
2008;99;98436;M;72;7,38188521713921
2008;99;98436;M;73;4,794271
2008;99;98436;M;74;4,99472199640265
2008;99;98436;M;75;8,629688
2008;99;98436;M;76;3,835417
2008;99;98436;M;77;1,917708
2008;99;98436;M;78;4,24919134344031
2008;99;98436;M;79;5,10075568690924
2008;99;98436;M;8;10,547396
2008;99;98436;M;80;1,917708
2008;99;98436;M;81;1,917708
2008;99;98436;M;82;3,66450366188857
2008;99;98436;M;83;1,917708
2008;99;98436;M;84;3,835417
2008;99;98436;M;85;1,48905010373303
2008;99;98436;M;86;0,54148429678753
2008;99;98436;M;87;0
2008;99;98436;M;88;0,958854
2008;99;98436;M;89;0,463822353864089
2008;99;98436;M;9;15,7467264272558
2008;99;98436;M;90;0
2008;99;98436;M;91;0,373088423395529
2008;99;98436;M;92;0,180297557497397
2008;99;98436;M;93;0
2008;99;98436;M;94;0
2008;99;98436;M;95;0,672398127615452
2008;99;98436;M;96;0
2008;99;98436;M;97;0,629923544125631
2008;99;98436;M;98;0
2008;99;98436;M;99;0
2009;99;97551;F;0;26,931334
2009;99;97551;F;1;33,5434854919955
2009;99;97551;F;10;43,6713580640161
2009;99;97551;F;11;43,3228446399774
2009;99;97551;F;12;43,1375787065785
2009;99;97551;F;13;47,246016
2009;99;97551;F;14;40,338295
2009;99;97551;F;15;44,52088
2009;99;97551;F;16;45,8006596207953
2009;99;97551;F;17;47,388778
2009;99;97551;F;18;32,15973
2009;99;97551;F;19;41,616521
2009;99;97551;F;2;27,9347669768597
2009;99;97551;F;20;39,9684283224132
2009;99;97551;F;21;27,523431243967
2009;99;97551;F;22;25,0236075309018
2009;99;97551;F;23;32,057109
2009;99;97551;F;24;34,3237381017727
2009;99;97551;F;25;27,9614316413639
2009;99;97551;F;26;32,4535864243725
2009;99;97551;F;27;52,285075
2009;99;97551;F;28;36,0801897651113
2009;99;97551;F;29;33,921788147814
2009;99;97551;F;3;34,109485
2009;99;97551;F;30;32,466419
2009;99;97551;F;31;34,8165951327067
2009;99;97551;F;32;29,8248295905386
2009;99;97551;F;33;36,4955714660525
2009;99;97551;F;34;37,8787599495846
2009;99;97551;F;35;48,3512338731724
2009;99;97551;F;36;58,635948403264
2009;99;97551;F;37;48,544435494106
2009;99;97551;F;38;48,738143
2009;99;97551;F;39;58,18388
2009;99;97551;F;4;28,830265
2009;99;97551;F;40;66,4435
2009;99;97551;F;41;59,037539
2009;99;97551;F;42;60,9882089576708
2009;99;97551;F;43;55,28817
2009;99;97551;F;44;56,319309
2009;99;97551;F;45;48,003546
2009;99;97551;F;46;59,756956
2009;99;97551;F;47;57,9716472186061
2009;99;97551;F;48;56,5551470801951
2009;99;97551;F;49;65,3486409038623
2009;99;97551;F;5;41,9816301177326
2009;99;97551;F;50;63,3916218931555
2009;99;97551;F;51;64,8781749765111
2009;99;97551;F;52;57,68222
2009;99;97551;F;53;69,545702
2009;99;97551;F;54;60,208297946429
2009;99;97551;F;55;63,5206678395613
2009;99;97551;F;56;60,189862426733
2009;99;97551;F;57;72,1218179718266
2009;99;97551;F;58;59,2279363587157
2009;99;97551;F;59;65,494208
2009;99;97551;F;6;43,188986
2009;99;97551;F;60;61,308015
2009;99;97551;F;61;58,2127716539447
2009;99;97551;F;62;39,2233889788408
2009;99;97551;F;63;48,0250594289943
2009;99;97551;F;64;41,973575
2009;99;97551;F;65;34,358117
2009;99;97551;F;66;33,4742183620902
2009;99;97551;F;67;33,220969
2009;99;97551;F;68;42,126486
2009;99;97551;F;69;36,528576
2009;99;97551;F;7;37,4496450786371
2009;99;97551;F;70;29,121774
2009;99;97551;F;71;31,292242
2009;99;97551;F;72;31,3088321522776
2009;99;97551;F;73;22,765577
2009;99;97551;F;74;21,555087
2009;99;97551;F;75;35,3603675124746
2009;99;97551;F;76;20,2056395098868
2009;99;97551;F;77;24,751147
2009;99;97551;F;78;20,8890586284834
2009;99;97551;F;79;21,31863
2009;99;97551;F;8;36,2459556168494
2009;99;97551;F;80;25,1470607082202
2009;99;97551;F;81;19,259238
2009;99;97551;F;82;16,9894855397383
2009;99;97551;F;83;23,3771670032113
2009;99;97551;F;84;8,583453815999
2009;99;97551;F;85;12,052333683671
2009;99;97551;F;86;12,9431272219811
2009;99;97551;F;87;13,685615
2009;99;97551;F;88;5,94439327083559
2009;99;97551;F;89;10,1840282868613
2009;99;97551;F;9;39,173442
2009;99;97551;F;90;5,90266083883417
2009;99;97551;F;91;7,149102
2009;99;97551;F;92;3,21006076744884
2009;99;97551;F;93;10,320506
2009;99;97551;F;94;5,149102
2009;99;97551;F;95;3,08752412186004
2009;99;97551;F;96;4
2009;99;97551;F;97;1
2009;99;97551;F;98;2
2009;99;97551;F;99;4,097089
2009;99;97551;M;0;28,01575
2009;99;97551;M;1;35,4569669106092
2009;99;97551;M;10;38,123252
2009;99;97551;M;11;69,9848278956749
2009;99;97551;M;12;48,1605505397131
2009;99;97551;M;13;46,338503
2009;99;97551;M;14;51,3110643045958
2009;99;97551;M;15;49,9427480555621
2009;99;97551;M;16;58,860927
2009;99;97551;M;17;53,5215010973481
2009;99;97551;M;18;46,780546
2009;99;97551;M;19;44,0015801125125
2009;99;97551;M;2;29,196585
2009;99;97551;M;20;36,1658955720088
2009;99;97551;M;21;31,2123016457514
2009;99;97551;M;22;32,4326089008915
2009;99;97551;M;23;34,198698015388
2009;99;97551;M;24;27,5405220652394
2009;99;97551;M;25;41,342631
2009;99;97551;M;26;41,0012658485646
2009;99;97551;M;27;20,346952
2009;99;97551;M;28;50,745243
2009;99;97551;M;29;37,1972102572187
2009;99;97551;M;3;45,3726748045808
2009;99;97551;M;30;31,853565
2009;99;97551;M;31;30,9301168942904
2009;99;97551;M;32;35,755362
2009;99;97551;M;33;26,8265891536616
2009;99;97551;M;34;38,3279576390922
2009;99;97551;M;35;43,869801
2009;99;97551;M;36;62,6413598145189
2009;99;97551;M;37;41,893204940596
2009;99;97551;M;38;45,701176
2009;99;97551;M;39;58,602637
2009;99;97551;M;4;38,224556
2009;99;97551;M;40;36,8651248283807
2009;99;97551;M;41;55,819602
2009;99;97551;M;42;42,2116125815045
2009;99;97551;M;43;40,579574
2009;99;97551;M;44;57,236613
2009;99;97551;M;45;44,728456
2009;99;97551;M;46;51,412921
2009;99;97551;M;47;63,942919709887
2009;99;97551;M;48;48,140676
2009;99;97551;M;49;50,8734775560235
2009;99;97551;M;5;43,995997
2009;99;97551;M;50;51,979814
2009;99;97551;M;51;45,5546473147159
2009;99;97551;M;52;60,8589397870927
2009;99;97551;M;53;55,342473
2009;99;97551;M;54;55,9649007749446
2009;99;97551;M;55;66,971464316522
2009;99;97551;M;56;80,9181986041227
2009;99;97551;M;57;63,213176
2009;99;97551;M;58;54,7306495727685
2009;99;97551;M;59;66,5913907321555
2009;99;97551;M;6;45,0972151208605
2009;99;97551;M;60;60,033418
2009;99;97551;M;61;59,04834
2009;99;97551;M;62;34,381365
2009;99;97551;M;63;44,8835212707574
2009;99;97551;M;64;43,7205129044919
2009;99;97551;M;65;36,1890383281068
2009;99;97551;M;66;27,910349
2009;99;97551;M;67;27,867154
2009;99;97551;M;68;25,761247
2009;99;97551;M;69;30,941259
2009;99;97551;M;7;43,298653
2009;99;97551;M;70;24,445546685562
2009;99;97551;M;71;28,1270279926462
2009;99;97551;M;72;19,383684
2009;99;97551;M;73;40,632601
2009;99;97551;M;74;19,338134
2009;99;97551;M;75;27,790958
2009;99;97551;M;76;24,703244
2009;99;97551;M;77;24,800333
2009;99;97551;M;78;25,4395671116198
2009;99;97551;M;79;10,9544540020526
2009;99;97551;M;8;51,1256617718752
2009;99;97551;M;80;14,7783303845489
2009;99;97551;M;81;11,5156736105489
2009;99;97551;M;82;9,692078
2009;99;97551;M;83;19,0109365923672
2009;99;97551;M;84;6,491436
2009;99;97551;M;85;12,766393
2009;99;97551;M;86;11,3570987788142
2009;99;97551;M;87;5,43341284628826
2009;99;97551;M;88;3,222944
2009;99;97551;M;89;5,148629
2009;99;97551;M;9;58,52634
2009;99;97551;M;90;3
2009;99;97551;M;91;1,48389447736554
2009;99;97551;M;92;3,245718
2009;99;97551;M;93;2,171404
2009;99;97551;M;94;4,291267
2009;99;97551;M;95;1,074315
2009;99;97551;M;96;1
2009;99;97551;M;97;1,59537972486578
2009;99;97551;M;98;2,126327
2009;99;97551;M;99;0
2009;99;98436;F;0;6,854167
2009;99;98436;F;1;8,81285295837502
2009;99;98436;F;10;19,4221894741809
2009;99;98436;F;11;14,8763140924275
2009;99;98436;F;12;8,90602326346561
2009;99;98436;F;13;18,0781319045927
2009;99;98436;F;14;19,8842757553043
2009;99;98436;F;15;11,75
2009;99;98436;F;16;13,7365619341558
2009;99;98436;F;17;11,75
2009;99;98436;F;18;5,875
2009;99;98436;F;19;5,12677787492926
2009;99;98436;F;2;10,770833
2009;99;98436;F;20;3,916667
2009;99;98436;F;21;5,875
2009;99;98436;F;22;4,33593535663617
2009;99;98436;F;23;11,75
2009;99;98436;F;24;11,5482948756957
2009;99;98436;F;25;8,71237274740766
2009;99;98436;F;26;5,875
2009;99;98436;F;27;12,0521018323489
2009;99;98436;F;28;9,791667
2009;99;98436;F;29;9,791667
2009;99;98436;F;3;12,729167
2009;99;98436;F;30;5,7676466746902
2009;99;98436;F;31;4,895833
2009;99;98436;F;32;13,708333
2009;99;98436;F;33;12,729167
2009;99;98436;F;34;10,770833
2009;99;98436;F;35;8,8125
2009;99;98436;F;36;15,5709003857337
2009;99;98436;F;37;17,923591657076
2009;99;98436;F;38;15,150860255817
2009;99;98436;F;39;20,3260039593274
2009;99;98436;F;4;6,854167
2009;99;98436;F;40;20,5625
2009;99;98436;F;41;19,2390155851195
2009;99;98436;F;42;22,0813763512584
2009;99;98436;F;43;14,6875
2009;99;98436;F;44;19,4861162624607
2009;99;98436;F;45;14,6875
2009;99;98436;F;46;17,625
2009;99;98436;F;47;13,9384873450449
2009;99;98436;F;48;15,6270876638591
2009;99;98436;F;49;15,666667
2009;99;98436;F;5;7,3491839660151
2009;99;98436;F;50;25,9192119626509
2009;99;98436;F;51;16,3078855255904
2009;99;98436;F;52;21,2001565259416
2009;99;98436;F;53;17,8218086725101
2009;99;98436;F;54;19,583333
2009;99;98436;F;55;16,645833
2009;99;98436;F;56;10,3385899959417
2009;99;98436;F;57;20,2307393715432
2009;99;98436;F;58;14,9806569041684
2009;99;98436;F;59;12,729167
2009;99;98436;F;6;11,4745222736796
2009;99;98436;F;60;11,869414452929
2009;99;98436;F;61;20,2580624375673
2009;99;98436;F;62;12,729167
2009;99;98436;F;63;13,2935017988371
2009;99;98436;F;64;5,69995911458451
2009;99;98436;F;65;10,5617220598092
2009;99;98436;F;66;4,93286388476323
2009;99;98436;F;67;6,99619510428105
2009;99;98436;F;68;6,854167
2009;99;98436;F;69;4,82128571726438
2009;99;98436;F;7;8,91556433564983
2009;99;98436;F;70;10,770833
2009;99;98436;F;71;6,854167
2009;99;98436;F;72;2,94006832634974
2009;99;98436;F;73;6,854167
2009;99;98436;F;74;1,95523027128597
2009;99;98436;F;75;4,895833
2009;99;98436;F;76;2,1541705654649
2009;99;98436;F;77;3,916667
2009;99;98436;F;78;0,979167
2009;99;98436;F;79;7,98189466043319
2009;99;98436;F;8;10,770833
2009;99;98436;F;80;3,916667
2009;99;98436;F;81;1,42458802888226
2009;99;98436;F;82;1,958333
2009;99;98436;F;83;1,958333
2009;99;98436;F;84;0
2009;99;98436;F;85;3,916667
2009;99;98436;F;86;0,979167
2009;99;98436;F;87;0,979167
2009;99;98436;F;88;1,41721869197731
2009;99;98436;F;89;0,667159244883806
2009;99;98436;F;9;12,729167
2009;99;98436;F;90;1,90392057162766
2009;99;98436;F;91;0,114761649398133
2009;99;98436;F;92;0,979167
2009;99;98436;F;93;0,858739762101322
2009;99;98436;F;94;0,979167
2009;99;98436;F;95;0,979167
2009;99;98436;F;96;0,78262681956403
2009;99;98436;F;97;0,623767884448171
2009;99;98436;F;98;0
2009;99;98436;F;99;0
2009;99;98436;M;0;11,7673291468527
2009;99;98436;M;1;9,76222213264555
2009;99;98436;M;10;21,3022338340525
2009;99;98436;M;11;16,6652019886946
2009;99;98436;M;12;15,666667
2009;99;98436;M;13;18,604167
2009;99;98436;M;14;19,583333
2009;99;98436;M;15;10,9663841509441
2009;99;98436;M;16;21,0422834027559
2009;99;98436;M;17;19,583333
2009;99;98436;M;18;19,3979240591457
2009;99;98436;M;19;16,8270217100339
2009;99;98436;M;2;7,40256552242731
2009;99;98436;M;20;12,729167
2009;99;98436;M;21;10,770833
2009;99;98436;M;22;9,791667
2009;99;98436;M;23;4,895833
2009;99;98436;M;24;6,05270842742175
2009;99;98436;M;25;5,61935971390399
2009;99;98436;M;26;4,895833
2009;99;98436;M;27;12,0162150729448
2009;99;98436;M;28;6,03589262999594
2009;99;98436;M;29;6,21879298426211
2009;99;98436;M;3;6,36887194123119
2009;99;98436;M;30;6,13147951476276
2009;99;98436;M;31;9,19011461990885
2009;99;98436;M;32;7,21435141803753
2009;99;98436;M;33;9,65591271175072
2009;99;98436;M;34;5,7527978982957
2009;99;98436;M;35;16,645833
2009;99;98436;M;36;15,3347951294854
2009;99;98436;M;37;11,9377464163117
2009;99;98436;M;38;14,6875
2009;99;98436;M;39;12,3876540113706
2009;99;98436;M;4;4,895833
2009;99;98436;M;40;24,2189559147228
2009;99;98436;M;41;14,6875
2009;99;98436;M;42;28,395833
2009;99;98436;M;43;15,666667
2009;99;98436;M;44;16,645833
2009;99;98436;M;45;24,6091871714039
2009;99;98436;M;46;17,6267413434107
2009;99;98436;M;47;6,990201703115
2009;99;98436;M;48;12,2257231487893
2009;99;98436;M;49;20,3502743220137
2009;99;98436;M;5;9,791667
2009;99;98436;M;50;11,75
2009;99;98436;M;51;14,415099722491
2009;99;98436;M;52;14,6875
2009;99;98436;M;53;17,625
2009;99;98436;M;54;18,604167
2009;99;98436;M;55;9,791667
2009;99;98436;M;56;13,708333
2009;99;98436;M;57;12,729167
2009;99;98436;M;58;14,6875
2009;99;98436;M;59;6,854167
2009;99;98436;M;6;20,7169582559727
2009;99;98436;M;60;16,645833
2009;99;98436;M;61;22,230739458772
2009;99;98436;M;62;17,9515012472402
2009;99;98436;M;63;14,6875
2009;99;98436;M;64;6,854167
2009;99;98436;M;65;10,770833
2009;99;98436;M;66;5,875
2009;99;98436;M;67;5,6079587353574
2009;99;98436;M;68;5,875
2009;99;98436;M;69;7,33404200624731
2009;99;98436;M;7;9,27730749291368
2009;99;98436;M;70;3,65345069766045
2009;99;98436;M;71;5,73659077395628
2009;99;98436;M;72;7,09930425587167
2009;99;98436;M;73;4,895833
2009;99;98436;M;74;5,26438641680348
2009;99;98436;M;75;8,8125
